"","ori","agency_name","agency_type_name","state_name","state_abbr","division_name","region_name","region_desc","county_name","nibrs","latitude","longitude","nibrs_start_date"
"7621","MN0270900","Hopkins Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","44.922375","-93.41302","NULL"
"7622","MN0271100","Minneapolis Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","44.987347","-93.249756","01/01/2019"
"7623","MN0271200","Minnetonka Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","44.939854","-93.46169","NULL"
"7624","MN0271400","New Hope Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","45.03702","-93.38485","NULL"
"7625","MN0271500","Orono Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","45.006069","-93.475187","NULL"
"7626","MN0271600","Osseo Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","45.120464","-93.402145","NULL"
"7627","MN0271700","Plymouth Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","45.022762","-93.47739","NULL"
"7628","MN0271800","Richfield Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","44.88162","-93.26794","NULL"
"7629","MN0271900","Robbinsdale Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","45.03027","-93.33931","NULL"
"7630","MN0272000","St. Anthony Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RAMSEY; HENNEPIN","FALSE","45.027847","-93.21809","NULL"
"7631","MN0272100","St. Louis Park Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","44.947575","-93.34395","06/01/2018"
"7632","MN0272300","Wayzata Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","45.006069","-93.475187","NULL"
"7633","MN0272400","University of Minnesota: Twin Cities","University or College","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","44.973568","-93.23159","01/01/2019"
"7634","MN0272500","Minneapolis-St. Paul International Airport","Other","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","45.006069","-93.475187","NULL"
"7635","MN0272600","Eden Prairie Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","44.856937","-93.460175","NULL"
"7636","MN0272700","Maple Grove Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","45.006069","-93.475187","NULL"
"7637","MN0272800","Minnetrista Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","44.922573","-93.72386","NULL"
"7638","MN0272900","Champlin Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","45.17047","-93.392296","NULL"
"7639","MN0273000","Medina Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","45.01529","-93.57514","NULL"
"7640","MN0273100","Corcoran Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","45.103374","-93.54297","NULL"
"7641","MN0273200","Dayton Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WRIGHT; HENNEPIN","FALSE","45.198936","-93.43063","NULL"
"7642","MN0273400","Rogers Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","45.189014","-93.55261","NULL"
"7643","MN0273700","West Hennepin Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","45.01292","-93.686584","NULL"
"7644","MN0274000","Three Rivers Park District","Other","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN","FALSE","45.030983","-93.43958","NULL"
"7645","MN0274300","Metropolitan Transit Commission","Other","Minnesota","MN","West North Central","Midwest","Region II","N/A","FALSE","NULL","NULL","NULL"
"7646","MN0280000","Houston County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","HOUSTON","FALSE","43.632355","-91.49589","09/01/2019"
"7647","MN0280100","Caledonia Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HOUSTON","FALSE","43.634655","-91.500145","09/01/2019"
"7648","MN0280200","Houston Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HOUSTON","FALSE","43.66699","-91.501556","NULL"
"7649","MN0280300","La Crescent Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HOUSTON","FALSE","43.829174","-91.30423","09/01/2019"
"7650","MN0280400","Spring Grove Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HOUSTON","FALSE","43.561333","-91.6381","09/01/2019"
"7651","MN0280500","Hokah Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HOUSTON","FALSE","43.66699","-91.501556","NULL"
"7652","MN0290000","Hubbard County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","HUBBARD","FALSE","46.9195","-95.06307","NULL"
"7653","MN0290100","Park Rapids Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HUBBARD","FALSE","47.095551","-94.91329","NULL"
"7654","MN0290200","Akeley Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","HUBBARD","FALSE","47.095551","-94.91329","NULL"
"7655","MN0300000","Isanti County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","ISANTI","FALSE","45.556995","-93.22933","NULL"
"7656","MN0300100","Cambridge Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ISANTI","FALSE","45.57062","-93.226715","NULL"
"7657","MN0300200","Braham Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ISANTI","FALSE","45.562431","-93.296339","NULL"
"7658","MN0300300","Isanti Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ISANTI","FALSE","45.562431","-93.296339","NULL"
"7659","MN0310000","Itasca County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","ITASCA","FALSE","47.490883","-93.611119","02/01/2019"
"7660","MN0310100","Bovey Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ITASCA","FALSE","47.490883","-93.611119","02/01/2019"
"7661","MN0310200","Coleraine Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ITASCA","FALSE","47.490883","-93.611119","02/01/2019"
"7662","MN0310300","Grand Rapids Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ITASCA","FALSE","47.23616","-93.52827","02/01/2019"
"7663","MN0310400","Keewatin Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ITASCA","FALSE","47.490883","-93.611119","02/01/2019"
"7664","MN0310500","Nashwauk Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ITASCA","FALSE","47.380512","-93.1658","03/01/2019"
"7665","MN0310700","Deer River Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ITASCA","FALSE","47.490883","-93.611119","02/01/2019"
"7666","MN0320000","Jackson County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","JACKSON","FALSE","43.671111","-95.149731","02/01/2019"
"7667","MN0320200","Lakefield Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","JACKSON","FALSE","43.67752","-95.17208","02/01/2019"
"7668","MN0330000","Kanabec County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","KANABEC","FALSE","45.94776","-93.297788","NULL"
"7669","MN0340000","Kandiyohi County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","KANDIYOHI","FALSE","45.152714","-95.004981","NULL"
"7670","MN0340100","Willmar Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","KANDIYOHI","FALSE","45.152714","-95.004981","NULL"
"7671","MN0340200","Atwater Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","KANDIYOHI","FALSE","45.152714","-95.004981","NULL"
"7672","MN0350000","Kittson County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","KITTSON","FALSE","48.7724","-96.94005","NULL"
"7673","MN0350100","Hallock Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","KITTSON","FALSE","48.77604","-96.780349","NULL"
"7674","MN0360000","Koochiching County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","KOOCHICHING","FALSE","48.601665","-93.41001","NULL"
"7675","MN0360100","International Falls Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","KOOCHICHING","FALSE","48.601665","-93.41001","NULL"
"7676","MN0370000","Lac Qui Parle County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","LAC QUI PARLE","FALSE","45.014355","-96.1932","09/01/2019"
"7677","MN0370100","Dawson/Boyd Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","LAC QUI PARLE","FALSE","44.999855","-96.176836","09/01/2019"
"7678","MN0380000","Lake County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","LAKE","FALSE","47.021786","-91.67129","NULL"
"7679","MN0380100","Silver Bay Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","LAKE","FALSE","47.295536","-91.27105","NULL"
"7680","MN0380200","Two Harbors Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","LAKE","FALSE","47.021786","-91.67129","NULL"
"7681","MN0390000","Lake of the Woods County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","LAKE OF THE WOODS","FALSE","48.709667","-94.585075","NULL"
"7682","MN0390100","Baudette Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","LAKE OF THE WOODS","FALSE","48.7681","-94.904633","NULL"
"7683","MN0400000","Le Sueur County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","LE SUEUR","FALSE","44.39112","-93.73154","NULL"
"7684","MN0400100","Le Center","City","Minnesota","MN","West North Central","Midwest","Region II","LE SUEUR","FALSE","NULL","NULL","NULL"
"7685","MN0400200","Le Sueur Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","NICOLLET; LE SUEUR","FALSE","44.373397","-93.73018","NULL"
"7686","MN0400300","Montgomery Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","LE SUEUR","FALSE","44.44166","-93.58399","NULL"
"7687","MN0400400","Waterville","City","Minnesota","MN","West North Central","Midwest","Region II","LE SUEUR","FALSE","NULL","NULL","NULL"
"7688","MN0400600","Cleveland","City","Minnesota","MN","West North Central","Midwest","Region II","LE SUEUR","FALSE","NULL","NULL","NULL"
"7689","MN0410000","Lincoln County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","LINCOLN","TRUE","44.408238","-96.272032","11/01/2017"
"7690","MN0410100","Tyler","City","Minnesota","MN","West North Central","Midwest","Region II","LINCOLN","TRUE","NULL","NULL","11/01/2017"
"7691","MN0410400","Lake Benton","City","Minnesota","MN","West North Central","Midwest","Region II","LINCOLN","FALSE","NULL","NULL","12/01/2017"
"7692","MN0420000","Lyon County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","LYON","FALSE","44.450565","-95.7939","02/01/2019"
"7693","MN0420100","Marshall Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","LYON","FALSE","44.450565","-95.7939","02/01/2019"
"7694","MN0420200","Tracy Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","LYON","FALSE","44.233425","-95.61983","02/01/2019"
"7695","MN0420300","Minneota Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","LYON","FALSE","44.409195","-95.847268","03/01/2019"
"7696","MN0430000","McLeod County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","MCLEOD","FALSE","44.76908","-94.15163","NULL"
"7697","MN0430100","Glencoe Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MCLEOD","FALSE","44.76821","-94.15309","NULL"
"7698","MN0430200","Hutchinson Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MCLEOD","FALSE","44.892113","-94.37068","NULL"
"7699","MN0430300","Brownton Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MCLEOD","FALSE","44.821644","-94.27232","NULL"
"7700","MN0430400","Lester Prairie Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MCLEOD","FALSE","44.821644","-94.27232","NULL"
"7701","MN0430500","Silver Lake Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MCLEOD","FALSE","44.821644","-94.27232","NULL"
"7702","MN0430700","Winsted Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MCLEOD","FALSE","44.821644","-94.27232","NULL"
"7703","MN0440000","Mahnomen County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","MAHNOMEN","TRUE","47.325842","-95.810703","02/01/2017"
"7704","MN0450000","Marshall County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","MARSHALL","FALSE","48.19572","-96.769066","NULL"
"7705","MN0460000","Martin County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","MARTIN","FALSE","43.653633","-94.46469","04/01/2018"
"7706","MN0460100","Fairmont Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MARTIN","FALSE","43.653633","-94.46469","04/01/2018"
"7707","MN0460200","Sherburn","City","Minnesota","MN","West North Central","Midwest","Region II","MARTIN","FALSE","NULL","NULL","04/01/2018"
"7708","MN0460300","Truman","City","Minnesota","MN","West North Central","Midwest","Region II","MARTIN","FALSE","NULL","NULL","04/01/2018"
"7709","MN0460700","Trimont","City","Minnesota","MN","West North Central","Midwest","Region II","MARTIN","FALSE","NULL","NULL","04/01/2018"
"7710","MN0470000","Meeker County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","MEEKER","FALSE","45.12897","-94.529564","NULL"
"7711","MN0470100","Litchfield Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MEEKER","FALSE","45.12897","-94.529564","NULL"
"7712","MN0470200","Eden Valley Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEARNS; MEEKER","FALSE","45.123155","-94.527346","NULL"
"7713","MN0470400","Cosmos","City","Minnesota","MN","West North Central","Midwest","Region II","MEEKER","FALSE","NULL","NULL","NULL"
"7714","MN0480000","Mille Lacs County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","MILLE LACS","FALSE","45.753426","-93.643036","NULL"
"7715","MN0480100","Milaca Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MILLE LACS","FALSE","45.75533","-93.649376","NULL"
"7716","MN0480200","Princeton Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","SHERBURNE; MILLE LACS","FALSE","45.929043","-93.632996","NULL"
"7717","MN0480300","Isle Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MILLE LACS","FALSE","45.929043","-93.632996","NULL"
"7718","MN0480400","Onamia Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MILLE LACS","FALSE","45.929043","-93.632996","NULL"
"7719","MN0490000","Morrison County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","MORRISON","FALSE","46.020484","-94.266619","NULL"
"7720","MN0490100","Little Falls Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MORRISON","FALSE","45.977287","-94.3605","NULL"
"7721","MN0490200","Motley","City","Minnesota","MN","West North Central","Midwest","Region II","CASS; MORRISON","FALSE","NULL","NULL","NULL"
"7722","MN0490300","Pierz","City","Minnesota","MN","West North Central","Midwest","Region II","MORRISON","FALSE","NULL","NULL","NULL"
"7723","MN0490400","Randall","City","Minnesota","MN","West North Central","Midwest","Region II","MORRISON","FALSE","NULL","NULL","NULL"
"7724","MN0500000","Mower County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","MOWER","FALSE","43.667496","-92.9736","NULL"
"7725","MN0500100","Austin Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MOWER","FALSE","43.667496","-92.9736","NULL"
"7726","MN0510000","Murray County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","MURRAY","FALSE","44.015594","-95.761581","03/01/2019"
"7727","MN0510100","Fulda Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MURRAY","FALSE","44.015594","-95.761581","04/01/2019"
"7728","MN0510200","Slayton Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","MURRAY","FALSE","44.015594","-95.761581","03/01/2019"
"7729","MN0520000","Nicollet County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","NICOLLET","FALSE","44.358819","-94.245685","NULL"
"7730","MN0520100","North Mankato Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","NICOLLET","FALSE","44.168804","-94.02725","NULL"
"7731","MN0520200","St. Peter Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","NICOLLET","FALSE","44.324257","-93.95509","04/01/2018"
"7732","MN0530000","Nobles County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","NOBLES","TRUE","43.677686","-95.763132","11/01/2017"
"7733","MN0530100","Worthington Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","NOBLES","TRUE","43.677686","-95.763132","11/01/2017"
"7734","MN0530200","Adrian","City","Minnesota","MN","West North Central","Midwest","Region II","NOBLES","TRUE","NULL","NULL","12/01/2017"
"7735","MN0540000","Norman County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","NORMAN","FALSE","47.297764","-96.51433","NULL"
"7736","MN0540400","Twin Valley","City","Minnesota","MN","West North Central","Midwest","Region II","NORMAN","FALSE","NULL","NULL","NULL"
"7737","MN0550000","Olmsted County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","OLMSTED","FALSE","44.019302","-92.460846","05/01/2019"
"7738","MN0550100","Rochester Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","OLMSTED","FALSE","44.019302","-92.460846","05/01/2019"
"7739","MN0560000","Otter Tail County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","OTTER TAIL","TRUE","46.405725","-95.714578","11/01/2017"
"7740","MN0560100","Fergus Falls Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","OTTER TAIL","TRUE","46.283745","-96.07096","11/01/2017"
"7741","MN0560200","Pelican Rapids Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","OTTER TAIL","TRUE","46.405725","-95.714578","11/01/2017"
"7742","MN0560300","Perham","City","Minnesota","MN","West North Central","Midwest","Region II","OTTER TAIL","TRUE","NULL","NULL","11/01/2017"
"7743","MN0560400","Battle Lake","City","Minnesota","MN","West North Central","Midwest","Region II","OTTER TAIL","TRUE","NULL","NULL","11/01/2017"
"7744","MN0560600","Henning","City","Minnesota","MN","West North Central","Midwest","Region II","OTTER TAIL","TRUE","NULL","NULL","11/01/2017"
"7745","MN0560700","New York Mills","City","Minnesota","MN","West North Central","Midwest","Region II","OTTER TAIL","TRUE","NULL","NULL","12/01/2017"
"7746","MN0560800","Parkers Prairie","City","Minnesota","MN","West North Central","Midwest","Region II","OTTER TAIL","TRUE","NULL","NULL","11/01/2017"
"7747","MN0570000","Pennington County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","PENNINGTON","FALSE","48.069247","-96.037725","NULL"
"7748","MN0570100","Thief River Falls Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","PENNINGTON","FALSE","48.069247","-96.037725","NULL"
"7749","MN0580000","Pine County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","PINE","FALSE","45.852814","-92.96829","NULL"
"7750","MN0590000","Pipestone County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","PIPESTONE","FALSE","44.015361","-96.257015","NULL"
"7751","MN0600000","Polk County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","POLK","FALSE","47.774254","-96.400027","02/01/2019"
"7752","MN0600100","Crookston Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","POLK","FALSE","47.774902","-96.61002","02/01/2019"
"7753","MN0600200","East Grand Forks Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","POLK","FALSE","47.93108","-97.02362","02/01/2019"
"7754","MN0610000","Pope County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","POPE","FALSE","45.650215","-95.38795","NULL"
"7755","MN0610100","Glenwood Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","POPE","FALSE","45.65024","-95.387886","NULL"
"7756","MN0610200","Starbuck Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","POPE","FALSE","45.589623","-95.446705","NULL"
"7757","MN0620000","Ramsey County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","RAMSEY","FALSE","45.01525","-93.100141","07/01/2018"
"7758","MN0620200","Falcon Heights Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RAMSEY","FALSE","45.01525","-93.100141","NULL"
"7759","MN0620300","Lauderdale Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RAMSEY","FALSE","45.01525","-93.100141","NULL"
"7760","MN0620400","Maplewood Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RAMSEY","FALSE","45.01525","-93.100141","07/01/2018"
"7761","MN0620500","Mounds View Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RAMSEY","FALSE","45.01525","-93.100141","07/01/2018"
"7762","MN0620600","New Brighton Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RAMSEY","FALSE","45.06247","-93.19311","07/01/2018"
"7763","MN0620700","North St. Paul Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RAMSEY","FALSE","45.01377","-92.992294","NULL"
"7764","MN0620800","Roseville Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RAMSEY","FALSE","45.01525","-93.100141","NULL"
"7765","MN0620900","St. Paul Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RAMSEY","FALSE","44.955757","-93.0873","NULL"
"7766","MN0621000","White Bear Lake Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WASHINGTON; RAMSEY","FALSE","45.081635","-93.013336","NULL"
"7767","MN0630000","Red Lake County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","RED LAKE","FALSE","47.865487","-96.08718","05/01/2019"
"7768","MN0640000","Redwood County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","REDWOOD","FALSE","44.403536","-95.254241","NULL"
"7769","MN0640100","Lamberton Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","REDWOOD","FALSE","44.403536","-95.254241","NULL"
"7770","MN0640200","Redwood Falls Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","REDWOOD","FALSE","44.403536","-95.254241","NULL"
"7771","MN0650000","Renville County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","RENVILLE","FALSE","44.77644","-94.9826","NULL"
"7772","MN0650100","Fairfax Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RENVILLE","FALSE","44.723697","-94.955617","NULL"
"7773","MN0650200","Hector Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RENVILLE","FALSE","44.723697","-94.955617","NULL"
"7774","MN0650300","Olivia Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RENVILLE","FALSE","44.776424","-94.9826","NULL"
"7775","MN0650400","Renville Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RENVILLE","FALSE","44.723697","-94.955617","NULL"
"7776","MN0650600","Buffalo Lake Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RENVILLE","FALSE","44.723697","-94.955617","NULL"
"7777","MN0650700","Danube Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RENVILLE","FALSE","44.723697","-94.955617","NULL"
"7778","MN0660000","Rice County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","RICE","FALSE","44.350943","-93.298503","NULL"
"7779","MN0660100","Faribault Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RICE","FALSE","44.350943","-93.298503","NULL"
"7780","MN0660200","Northfield Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","DAKOTA; RICE","FALSE","44.455097","-93.15692","NULL"
"7781","MN0660300","Dundas","City","Minnesota","MN","West North Central","Midwest","Region II","RICE","FALSE","NULL","NULL","NULL"
"7782","MN0660400","Lonsdale Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RICE","FALSE","44.350943","-93.298503","NULL"
"7783","MN0660500","Morristown Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","RICE","FALSE","44.350943","-93.298503","NULL"
"7784","MN0670000","Rock County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","ROCK","FALSE","43.669587","-96.263238","NULL"
"7785","MN0680000","Roseau County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","ROSEAU","FALSE","48.840744","-95.76833","NULL"
"7786","MN0680100","Roseau Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ROSEAU","FALSE","48.84714","-95.7626","NULL"
"7787","MN0680200","Warroad Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ROSEAU","FALSE","48.761065","-95.82153","NULL"
"7788","MN0690000","St. Louis County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","46.781807","-92.103836","04/01/2019"
"7789","MN0690200","Babbitt Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","47.578635","-92.51457","NULL"
"7790","MN0690500","Chisholm Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","47.489307","-92.88397","NULL"
"7791","MN0690600","Duluth Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","47.578635","-92.51457","NULL"
"7792","MN0690700","Ely Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","47.902294","-91.86373","NULL"
"7793","MN0690800","Eveleth Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","47.46243","-92.539566","NULL"
"7794","MN0690900","Gilbert Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","47.578635","-92.51457","NULL"
"7795","MN0691000","Hibbing Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","47.42864","-92.92725","NULL"
"7796","MN0691300","Proctor Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","46.74128","-92.22634","NULL"
"7797","MN0691400","Virginia Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","47.522274","-92.53537","NULL"
"7798","MN0691500","Floodwood Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","47.578635","-92.51457","NULL"
"7799","MN0691700","Hermantown Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","46.80766","-92.2186","NULL"
"7800","MN0691800","University of Minnesota: Duluth","University or College","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","47.578635","-92.51457","NULL"
"7801","MN0692100","Breitung Township Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","47.578635","-92.51457","NULL"
"7802","MN0694400","East Range Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","ST LOUIS","FALSE","NULL","NULL","NULL"
"7803","MN0700000","Scott County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","SCOTT","FALSE","44.79633","-93.52763","NULL"
"7804","MN0700100","Belle Plaine Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","SCOTT","FALSE","44.651932","-93.534553","NULL"
"7805","MN0700200","Jordan Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","SCOTT","FALSE","44.66629","-93.62728","NULL"
"7806","MN0700300","New Prague Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","LE SUEUR; SCOTT","FALSE","44.651932","-93.534553","NULL"
"7807","MN0700400","Shakopee Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","SCOTT","FALSE","44.796043","-93.51105","NULL"
