"","ori","agency_name","agency_type_name","state_name","state_abbr","division_name","region_name","region_desc","county_name","nibrs","latitude","longitude","nibrs_start_date"
"15565","TX0160100","Blanco Police Department","City","Texas","TX","West South Central","South","Region III","BLANCO","FALSE","30.265605","-98.399977","06/01/2018"
"15566","TX0160200","Johnson City Police Department","City","Texas","TX","West South Central","South","Region III","BLANCO","FALSE","30.265605","-98.399977","NULL"
"15567","TX0170000","Borden County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BORDEN","FALSE","32.73859","-101.439199","05/01/2019"
"15568","TX0180000","Bosque County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BOSQUE","FALSE","31.900764","-97.637632","03/01/2019"
"15569","TX0180100","Clifton Police Department","City","Texas","TX","West South Central","South","Region III","BOSQUE","FALSE","31.900764","-97.637632","NULL"
"15570","TX0180200","Valley Mills Police Department","City","Texas","TX","West South Central","South","Region III","MCLENNAN; BOSQUE","FALSE","31.900764","-97.637632","NULL"
"15571","TX0180800","Meridian Police Department","City","Texas","TX","West South Central","South","Region III","BOSQUE","FALSE","31.900764","-97.637632","NULL"
"15572","TX0190000","Bowie County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BOWIE","FALSE","33.405632","-94.04313","NULL"
"15573","TX0190100","De Kalb Police Department","City","Texas","TX","West South Central","South","Region III","BOWIE","FALSE","33.446051","-94.422375","NULL"
"15574","TX0190300","Nash Police Department","City","Texas","TX","West South Central","South","Region III","BOWIE","FALSE","33.446051","-94.422375","NULL"
"15575","TX0190400","New Boston Police Department","City","Texas","TX","West South Central","South","Region III","BOWIE","FALSE","33.45871","-94.41443","NULL"
"15576","TX0190500","Texarkana Police Department","City","Texas","TX","West South Central","South","Region III","BOWIE","FALSE","33.405632","-94.04313","NULL"
"15577","TX0190600","Wake Village Police Department","City","Texas","TX","West South Central","South","Region III","BOWIE","FALSE","33.446051","-94.422375","02/01/2019"
"15578","TX0190800","Hooks Police Department","City","Texas","TX","West South Central","South","Region III","BOWIE","FALSE","33.446051","-94.422375","NULL"
"15579","TX0200000","Brazoria County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","29.248562","-95.4305","NULL"
"15580","TX0200100","Alvin Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","29.410925","-95.24367","NULL"
"15581","TX0200200","Angleton Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","29.182587","-95.432724","NULL"
"15582","TX0200300","Clute Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","29.02107","-95.4045","01/01/2019"
"15583","TX0200400","Danbury Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","29.167817","-95.434647","NULL"
"15584","TX0200500","Freeport Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","28.960672","-95.37389","01/01/2018"
"15585","TX0200800","Lake Jackson Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","29.036402","-95.44871","NULL"
"15586","TX0200900","Manvel Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","TRUE","29.167817","-95.434647","10/01/2017"
"15587","TX0201000","Pearland Police Department","City","Texas","TX","West South Central","South","Region III","FORT BEND; HARRIS; BRAZORIA","TRUE","29.167817","-95.434647","01/01/1998"
"15588","TX0201100","Richwood Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","29.05606","-95.41062","NULL"
"15589","TX0201200","Sweeny Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","TRUE","29.167817","-95.434647","01/01/2018"
"15590","TX0201400","West Columbia Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","TRUE","29.142834","-95.645615","03/01/2017"
"15591","TX0201700","Alvin Community College","University or College","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","29.167817","-95.434647","NULL"
"15592","TX0201800","Brazoria Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","29.044466","-95.56978","01/01/2019"
"15593","TX0201900","Brookside Village Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","29.167817","-95.434647","NULL"
"15594","TX0202700","Jones Creek Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","28.967339","-95.46131","NULL"
"15595","TX0202800","Surfside Beach Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","28.944168","-95.297905","01/01/2018"
"15596","TX0202900","Oyster Creek Police Department","City","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","29.003178","-95.32812","01/01/2019"
"15597","TX0203200","Independent School District: Alvin","Other","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","29.167817","-95.434647","NULL"
"15598","TX0203300","Independent School District: Angleton","Other","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","29.167817","-95.434647","05/01/2019"
"15599","TX0203500","Independent School District: Columbia-Brazoria","Other","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","29.13771","-95.6515","NULL"
"15600","TX0204000","Independent School District:","Other","Texas","TX","West South Central","South","Region III","BRAZORIA","FALSE","NULL","NULL","03/01/2019"
"15601","TX0210000","Brazos County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BRAZOS","FALSE","30.687794","-96.3732","NULL"
"15602","TX0210100","Bryan Police Department","City","Texas","TX","West South Central","South","Region III","BRAZOS","FALSE","30.656725","-96.302389","NULL"
"15603","TX0210200","College Station Police Department","City","Texas","TX","West South Central","South","Region III","BRAZOS","FALSE","30.656725","-96.302389","01/01/2018"
"15604","TX0210400","Texas A&M University: College Station","University or College","Texas","TX","West South Central","South","Region III","BRAZOS","FALSE","30.656725","-96.302389","NULL"
"15605","TX0220000","Brewster County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BREWSTER","TRUE","29.434357","-95.24559","01/01/2015"
"15606","TX0220100","Alpine Police Department","City","Texas","TX","West South Central","South","Region III","BREWSTER","FALSE","29.808997","-103.252458","NULL"
"15607","TX0220200","Sul Ross State University","University or College","Texas","TX","West South Central","South","Region III","BREWSTER","FALSE","30.356956","-103.65161","04/01/2018"
"15608","TX0230000","Briscoe County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BRISCOE","FALSE","34.525172","-101.205893","08/01/2018"
"15609","TX0240000","Brooks County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BROOKS","FALSE","27.034994","-98.215276","NULL"
"15610","TX0240100","Falfurrias Police Department","City","Texas","TX","West South Central","South","Region III","BROOKS","FALSE","27.22489","-98.14326","NULL"
"15611","TX0250000","Brown County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BROWN","FALSE","31.727455","-99.001884","06/01/2019"
"15612","TX0250100","Bangs Police Department","City","Texas","TX","West South Central","South","Region III","BROWN","FALSE","31.764103","-98.99847","NULL"
"15613","TX0250200","Brownwood Police Department","City","Texas","TX","West South Central","South","Region III","BROWN","FALSE","31.727455","-99.001884","01/01/2018"
"15614","TX0250300","Early Police Department","City","Texas","TX","West South Central","South","Region III","BROWN","FALSE","31.764103","-98.99847","01/01/2019"
"15615","TX0260000","Burleson County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BURLESON","FALSE","30.526308","-96.70823","NULL"
"15616","TX0260100","Caldwell Police Department","City","Texas","TX","West South Central","South","Region III","BURLESON","FALSE","30.5273","-96.713486","NULL"
"15617","TX0260200","Somerville Police Department","City","Texas","TX","West South Central","South","Region III","BURLESON","FALSE","30.493487","-96.622091","NULL"
"15618","TX0270000","Burnet County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BURNET","FALSE","30.78963","-98.201187","03/01/2018"
"15619","TX0270100","Burnet Police Department","City","Texas","TX","West South Central","South","Region III","BURNET","TRUE","30.78963","-98.201187","01/01/2017"
"15620","TX0270200","Marble Falls Police Department","City","Texas","TX","West South Central","South","Region III","BURNET","TRUE","30.78963","-98.201187","09/01/1997"
"15621","TX0270600","Bertram Police Department","City","Texas","TX","West South Central","South","Region III","BURNET","FALSE","30.78963","-98.201187","NULL"
"15622","TX0270700","Granite Shoals Police Department","City","Texas","TX","West South Central","South","Region III","BURNET","FALSE","30.590641","-98.38533","NULL"
"15623","TX0271100","Horseshoe Bay Police Department","City","Texas","TX","West South Central","South","Region III","BURNET; LLANO","FALSE","30.78963","-98.201187","02/01/2018"
"15624","TX0271200","Cottonwood Shores Police Department","City","Texas","TX","West South Central","South","Region III","BURNET","FALSE","30.549873","-98.32243","12/01/1997"
"15625","TX0280000","Caldwell County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","CALDWELL","FALSE","29.840062","-97.630394","07/01/2019"
"15626","TX0280100","Lockhart Police Department","City","Texas","TX","West South Central","South","Region III","CALDWELL","FALSE","29.840062","-97.630394","01/01/2018"
"15627","TX0280200","Luling Police Department","City","Texas","TX","West South Central","South","Region III","GUADALUPE; CALDWELL","FALSE","29.681171","-97.65398","NULL"
"15628","TX0280900","Martindale Police Department","City","Texas","TX","West South Central","South","Region III","CALDWELL","FALSE","29.840062","-97.630394","NULL"
"15629","TX0290000","Calhoun County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","CALHOUN","TRUE","28.445366","-96.5833","02/01/2017"
"15630","TX0290100","Point Comfort Police Department","City","Texas","TX","West South Central","South","Region III","CALHOUN","FALSE","28.445366","-96.5833","NULL"
"15631","TX0290200","Port Lavaca Police Department","City","Texas","TX","West South Central","South","Region III","CALHOUN","TRUE","28.616196","-96.626144","01/01/1999"
"15632","TX0290300","Seadrift Police Department","City","Texas","TX","West South Central","South","Region III","CALHOUN","FALSE","28.445366","-96.5833","NULL"
"15633","TX0290900","Independent School District: Calhoun County","Other","Texas","TX","West South Central","South","Region III","CALHOUN","TRUE","28.445366","-96.5833","09/01/2017"
"15634","TX0300000","Callahan County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","CALLAHAN","FALSE","32.29315","-99.372249","NULL"
"15635","TX0300100","Baird Police Department","City","Texas","TX","West South Central","South","Region III","CALLAHAN","FALSE","32.29315","-99.372249","07/01/2018"
"15636","TX0300300","Clyde Police Department","City","Texas","TX","West South Central","South","Region III","CALLAHAN","FALSE","32.29315","-99.372249","NULL"
