State,City,Population,"Violent
crime","Property
crime"
NH,Haverhill,4641,14,115
NH,Henniker,4838,6,45
NH,Hillsborough,5995,13,105
NH,Hinsdale,3996,5,115
NH,Hooksett,13582,21,436
NH,Hopkinton,5599,10,57
NH,Hudson,24591,41,374
NH,Jaffrey,5417,13,63
NH,Keene,23236,70,1006
NH,Kingston,6075,2,58
NH,Laconia,16109,71,609
NH,Lancaster,3373,6,79
NH,Lebanon,13598,48,463
NH,Lee,4345,8,27
NH,Lincoln,1651,1,76
NH,Lisbon,1579,1,12
NH,Litchfield,8344,6,56
NH,Londonderry,24338,32,301
NH,Loudon,5337,3,131
NH,Madison,2513,0,44
NH,Manchester,110411,747,4194
NH,Marlborough,2054,0,32
NH,Meredith,6305,3,175
NH,Merrimack,25553,6,229
NH,Middleton,1778,6,28
NH,Milford,15162,24,275
NH,Milton,4603,16,102
NH,Mont Vernon,2427,2,16
NH,Moultonborough,4022,7,70
NH,Nashua,87052,182,2248
NH,New Boston,5384,5,29
NH,Newbury,2110,0,14
NH,New Durham,2652,2,61
NH,Newfields,1691,0,22
NH,New Hampton,2195,1,46
NH,Newington,755,3,278
NH,New Ipswich,5134,2,66
NH,New London,4409,0,28
NH,Newport,6380,16,210
NH,Newton,4747,9,54
NH,Northfield,4829,8,119
NH,North Hampton,4359,4,42
NH,Northumberland,2210,9,47
NH,Northwood,4295,9,62
NH,Nottingham,4895,4,52
NH,Orford,1233,0,5
NH,Ossipee,4296,13,106
NH,Pelham,13034,20,151
NH,Pembroke,7126,15,77
NH,Peterborough,6383,6,109
NH,Plaistow,7620,5,182
NH,Plymouth,7041,15,195
NH,Portsmouth,21453,50,567
NH,Raymond,10256,17,146
NH,Rindge,5998,8,121
NH,Rochester,29849,105,1287
NH,Rollinsford,2517,2,46
NH,Rye,5297,3,57
NH,Salem,28882,48,865
NH,Sanbornton,2970,1,58
NH,Sandown,6183,1,32
NH,Sandwich,1316,0,28
NH,Seabrook,8805,31,269
NH,Somersworth,11751,47,469
NH,South Hampton,818,0,8
NH,Strafford,4021,5,26
NH,Stratham,7337,2,58
NH,Sugar Hill,564,1,3
NH,Sunapee,3330,6,18
NH,Thornton,2482,0,25
NH,Tilton,3623,10,222
NH,Troy,2139,1,24
NH,Wakefield,5018,5,94
NH,Warner,2843,6,31
NH,Washington,1109,1,13
NH,Waterville Valley,246,0,43
NH,Weare,8901,15,62
NH,Webster,1877,0,32
NH,Wilton,3670,3,65
NH,Winchester,4302,7,105
NH,Windham,14092,15,120
NH,Wolfeboro,6236,7,94
NH,Woodstock,1354,1,39
NJ,Aberdeen Township,18150,19,237
NJ,Absecon,8380,21,266
NJ,Allendale,6712,0,37
NJ,Allenhurst,493,0,39
NJ,Allentown,1812,3,18
NJ,Alpha,2314,1,31
NJ,Alpine,1958,0,10
NJ,Andover Township,6273,1,33
NJ,Asbury Park,15779,264,842
NJ,Atlantic City,39482,685,2475
NJ,Atlantic Highlands,4352,0,77
NJ,Audubon,8788,10,395
NJ,Audubon Park,1020,0,31
NJ,Avalon,1309,2,227
NJ,Avon-by-the-Sea,1916,1,70
NJ,Barnegat Light,578,2,6
NJ,Barnegat Township,21544,17,201
NJ,Barrington,6880,3,72
NJ,Bay Head,987,0,36
NJ,Bayonne,64950,138,828
NJ,Beach Haven,1178,0,117
NJ,Beachwood,11110,7,188
NJ,Bedminster Township,8213,1,46
NJ,Belleville,36229,112,839
NJ,Bellmawr,11554,16,244
NJ,Belmar,5735,8,249
NJ,Belvidere,2619,2,30
NJ,Bergenfield,27125,16,105
NJ,Berkeley Heights Township,13452,1,89
NJ,Berlin,7623,14,151
NJ,Berlin Township,5449,5,209
NJ,Bernards Township,26880,2,120
NJ,Bernardsville,7764,2,44
NJ,Beverly,2571,14,62
NJ,Blairstown Township,5839,1,40
NJ,Bloomfield,47710,137,1094
NJ,Bloomingdale,7706,2,48
NJ,Bogota,8294,5,51
NJ,Boonton,8501,9,111
NJ,Boonton Township,4442,2,12
NJ,Bordentown,3913,0,38
NJ,Bordentown Township,11357,16,149
NJ,Bound Brook,10791,16,224
NJ,Bradley Beach,4298,4,129
NJ,Branchburg Township,14551,4,133
NJ,Brick Township,75371,89,1183
NJ,Bridgeton,25280,340,1186
NJ,Bridgewater Township,45009,16,538
NJ,Brielle,4785,2,43
NJ,Brigantine,9411,3,172
NJ,Brooklawn,1948,18,169
NJ,Buena,4554,16,78
NJ,Burlington,9865,60,255
NJ,Burlington Township,22750,28,375
NJ,Butler,7611,11,42
NJ,Byram Township,8154,0,35
NJ,Caldwell,7876,8,66
NJ,Califon,1047,0,6
NJ,Cape May,3559,4,148
NJ,Cape May Point,286,0,15
NJ,Carlstadt,6388,8,125
NJ,Carney's Point Township,8029,32,186
NJ,Carteret,24484,49,368
NJ,Cedar Grove Township,12648,4,91
NJ,Chatham,9105,2,56
NJ,Chatham Township,10681,0,42
NJ,Cherry Hill Township,71145,123,2191
NJ,Chesilhurst,1648,4,58
NJ,Chester,1902,3,24
NJ,Chesterfield Township,7518,2,31
NJ,Chester Township,7940,1,44
NJ,Cinnaminson Township,16686,21,358
NJ,Clark Township,15021,5,150
NJ,Clayton,8188,13,182
NJ,Clementon,5013,20,226
NJ,Cliffside Park,23991,50,263
NJ,Clifton,85022,175,1521
NJ,Clinton,2654,3,55
NJ,Clinton Township,13010,4,58
NJ,Closter,8548,3,51
NJ,Collingswood,13875,26,379
NJ,Colts Neck Township,10075,3,91
NJ,Cranbury Township,3900,2,45
NJ,Cranford Township,23165,4,187
NJ,Deal,744,2,63
NJ,Delanco Township,4737,6,94
NJ,Delaware Township,4476,1,30
NJ,Delran Township,16862,16,223
NJ,Demarest,5001,1,30
NJ,Denville Township,16829,5,110
NJ,Deptford Township,30492,61,1489
NJ,Dover,18352,28,297
NJ,Dumont,17718,7,115
NJ,Dunellen,7461,3,158
NJ,Eastampton Township,6103,6,97
NJ,East Brunswick Township,48073,30,680
NJ,East Greenwich Township,10218,5,88
NJ,East Hanover Township,11350,19,187
NJ,East Newark,2456,11,27
NJ,East Orange,64425,405,1205
NJ,East Rutherford,9010,7,164
NJ,Eatontown,12405,26,459
NJ,Edgewater,12143,12,210
NJ,Edgewater Park Township,8860,16,212
NJ,Edison Township,101316,123,1245
NJ,Egg Harbor City,4316,19,89
NJ,Egg Harbor Township,43709,106,898
NJ,Elizabeth,127067,999,3655
NJ,Elk Township,4254,7,79
NJ,Elmer,1381,0,14
NJ,Elmwood Park,20077,30,345
NJ,Elsinboro Township,1022,0,15
NJ,Emerson,7814,0,34
NJ,Englewood,27782,109,442
NJ,Englewood Cliffs,5358,2,64
NJ,Englishtown,1929,1,29
NJ,Essex Fells,2210,2,11
NJ,Evesham Township,45798,25,548
NJ,Ewing Township,36449,70,675
NJ,"Fairfield Township, Essex County",7517,11,228
NJ,Fair Haven,6075,3,29
NJ,Fair Lawn,33015,17,318
NJ,Fairview,14358,21,166
NJ,Fanwood,7447,6,75
NJ,Far Hills,924,0,10
NJ,Flemington,4653,10,60
NJ,Florence Township,12397,13,91
NJ,Florham Park,11913,7,96
NJ,Fort Lee,35900,28,286
NJ,Franklin,4915,5,96
NJ,Franklin Lakes,10746,2,79
NJ,"Franklin Township, Gloucester County",16740,12,344
NJ,"Franklin Township, Hunterdon County",3106,2,27
NJ,"Franklin Township, Somerset County",63829,79,1001
NJ,Freehold,12108,47,224
NJ,Freehold Township,36048,30,770
NJ,Frenchtown,1347,0,36
NJ,Galloway Township,37304,98,617
NJ,Garfield,31035,62,700
NJ,Garwood,4621,5,70
NJ,Gibbsboro,2262,4,40
NJ,Glassboro,19038,30,427
NJ,Glen Ridge,7626,7,156
NJ,Glen Rock,11877,1,95
NJ,Gloucester City,11453,29,301
NJ,Gloucester Township,64440,190,1401
NJ,Green Brook Township,7240,3,123
NJ,"Greenwich Township, Gloucester County",4901,4,139
NJ,"Greenwich Township, Warren County",5582,1,111
NJ,Guttenberg,11431,36,112
NJ,Hackensack,44180,111,852
NJ,Hackettstown,9779,8,133
NJ,Haddonfield,11590,8,174
NJ,Haddon Heights,7665,2,160
NJ,Haddon Township,14732,19,336
NJ,Haledon,8627,11,149
NJ,Hamburg,3186,1,25
NJ,"Hamilton Township, Atlantic County",26788,42,1025
NJ,"Hamilton Township, Mercer County",88993,189,1862
NJ,Hammonton,14737,8,151
NJ,Hanover Township,13951,11,135
NJ,Harding Township,3892,1,18
NJ,Hardyston Township,8049,5,107
NJ,Harrington Park,4859,0,7
NJ,Harrison,13975,63,309
NJ,Harrison Township,12616,3,141
NJ,Harvey Cedars,344,1,24
NJ,Hasbrouck Heights,11983,3,83
NJ,Haworth,3413,0,5
NJ,Hawthorne,18945,4,221
NJ,Hazlet Township,20193,7,211
NJ,Helmetta,2199,3,37
NJ,High Bridge,3560,4,19
NJ,Highland Park,14420,9,217
NJ,Highlands,4969,4,69
NJ,Hightstown,5572,10,127
NJ,Hillsborough Township,39037,7,194
NJ,Hillsdale,10400,3,58
NJ,Hillside Township,21689,91,565
NJ,Hi-Nella,867,5,13
NJ,Hoboken,52771,152,970
NJ,Ho-Ho-Kus,4166,0,17
NJ,Holland Township,5164,0,65
NJ,Holmdel Township,16657,8,212
NJ,Hopatcong,14857,14,121
NJ,Hopewell,1923,2,21
NJ,Hopewell Township,17304,10,120
NJ,Howell Township,51100,41,564
NJ,Independence Township,5604,4,57
NJ,Interlaken,821,0,31
NJ,Irvington,54246,815,1613
NJ,Island Heights,1673,0,9
NJ,Jackson Township,55817,33,617
NJ,Jamesburg,5985,7,51
NJ,Jefferson Township,21516,6,157
NJ,Jersey City,256886,1655,4836
NJ,Keansburg,9981,21,231
NJ,Kearny,41677,78,888
NJ,Kenilworth,8069,9,145
NJ,Keyport,7228,15,138
NJ,Kinnelon,10452,1,59
NJ,Lacey Township,27865,19,526
NJ,Lake Como,1730,3,23
NJ,Lakehurst,2666,4,36
NJ,Lakewood Township,92664,93,998
NJ,Lambertville,3815,3,48
NJ,Laurel Springs,1901,1,44
NJ,Lavallette,1877,0,47
NJ,"Lawrence Township, Mercer County",33172,47,803
NJ,Lebanon Township,6439,1,35
NJ,Leonia,9055,6,37
NJ,Lincoln Park,10522,9,95
NJ,Linden,41041,123,1216
NJ,Lindenwold,17863,122,533
NJ,Linwood,7089,1,83
NJ,Little Egg Harbor Township,20412,26,344
NJ,Little Falls Township,14504,12,146
NJ,Little Ferry,10774,9,104
NJ,Little Silver,5988,4,79
NJ,Livingston Township,29621,15,384
NJ,Loch Arbour,193,0,22
NJ,Lodi,24462,36,421
NJ,Logan Township,6019,7,135
NJ,Long Beach Township,3068,2,185
NJ,Long Branch,30602,124,842
NJ,Long Hill Township,8796,2,48
NJ,Longport,885,0,6
NJ,Lopatcong Township,8085,1,74
NJ,Lower Alloways Creek Township,1746,3,13
NJ,Lower Township,22467,31,473
NJ,Lumberton Township,12516,17,402
NJ,Lyndhurst Township,21477,17,276
NJ,Madison,16216,4,103
NJ,Magnolia,4363,14,100
NJ,Manalapan Township,39313,20,300
NJ,Manasquan,5860,3,134
NJ,Manchester Township,43013,19,447
NJ,"Mansfield Township, Burlington County",8652,3,102
NJ,"Mansfield Township, Warren County",7551,9,186
NJ,Mantoloking,297,0,26
NJ,Mantua Township,15097,11,269
NJ,Manville,10412,10,267
NJ,Maple Shade Township,19291,42,410
NJ,Maplewood Township,24230,41,485
NJ,Margate City,6319,5,206
NJ,Marlboro Township,40190,10,329
NJ,Matawan,8745,4,89
NJ,Maywood,9613,6,90
NJ,Medford Lakes,4196,1,11
NJ,Medford Township,23285,11,262
NJ,Mendham,5029,1,26
NJ,Mendham Township,5908,1,28
NJ,Merchantville,3824,7,80
NJ,Metuchen,13748,6,180
NJ,Middlesex,13787,6,140
NJ,Middle Township,18861,59,593
NJ,Middletown Township,66246,43,632
NJ,Midland Park,7268,2,34
NJ,Millburn Township,20177,9,473
NJ,Milltown,6972,0,45
NJ,Millville,28661,254,2317
NJ,Mine Hill Township,3691,0,28
NJ,Monmouth Beach,3280,0,59
NJ,"Monroe Township, Gloucester County",36798,49,824
NJ,"Monroe Township, Middlesex County",41356,9,242
NJ,Montclair,37962,73,571
NJ,Montgomery Township,22467,3,103
NJ,Montvale,8004,3,36
NJ,Montville Township,21757,5,158
NJ,Moonachie,2747,4,57
NJ,Moorestown Township,20706,24,426
NJ,Morris Plains,5773,3,62
NJ,Morristown,18552,84,468
NJ,Morris Township,22640,11,177
NJ,Mountain Lakes,4311,0,32
NJ,Mountainside,6815,1,48
NJ,Mount Arlington,5324,2,41
NJ,Mount Ephraim,4678,10,171
NJ,Mount Holly Township,9316,38,283
NJ,Mount Laurel Township,41839,28,729
NJ,Mount Olive Township,28611,16,255
NJ,Mullica Township,6202,5,74
NJ,National Park,3011,7,61
NJ,Neptune City,4830,19,219
NJ,Neptune Township,27856,174,1220
NJ,Netcong,3279,7,49
NJ,Newark,278246,3516,8965
NJ,New Brunswick,56542,303,1665
NJ,Newfield,1538,1,24
NJ,New Hanover Township,8011,0,7
NJ,New Milford,16577,2,80
NJ,New Providence,12463,3,112
NJ,Newton,7812,7,106
NJ,North Arlington,15597,12,197
NJ,North Bergen Township,62436,102,638
NJ,North Brunswick Township,41425,45,867
NJ,North Caldwell,6403,1,38
NJ,Northfield,8647,1,93
NJ,North Hanover Township,7738,8,53
NJ,North Plainfield,22030,53,408
NJ,Northvale,4919,3,19
NJ,North Wildwood,3973,11,316
NJ,Norwood,5855,1,22
NJ,Nutley Township,28660,20,285
NJ,Oakland,12927,2,80
NJ,Oaklyn,4023,6,97
NJ,Ocean City,11473,12,440
NJ,Ocean Gate,2027,1,38
NJ,Oceanport,5833,6,113
NJ,"Ocean Township, Monmouth County",27180,50,735
NJ,"Ocean Township, Ocean County",8565,1,81
NJ,Ogdensburg,2365,1,23
NJ,Old Bridge Township,66528,47,832
NJ,Old Tappan,5882,0,15
NJ,Oradell,8126,2,49
NJ,Orange,30952,377,871
NJ,Oxford Township,2459,1,10
NJ,Palisades Park,20062,19,120
NJ,Palmyra,7412,25,205
NJ,Paramus,26628,32,1315
NJ,Park Ridge,8948,1,28
NJ,Parsippany-Troy Hills Township,53851,19,444
NJ,Passaic,70445,512,1140
NJ,Paterson,145082,1555,4101
NJ,Paulsboro,6034,27,187
NJ,Peapack and Gladstone,2570,0,23
NJ,Pemberton,1392,3,27
NJ,Pemberton Township,27949,86,681
NJ,Pennington,2585,0,5
NJ,Pennsauken Township,35788,105,1128
NJ,Penns Grove,5075,18,144
NJ,Pennsville Township,13183,12,361
NJ,Pequannock Township,15580,6,119
NJ,Perth Amboy,52093,243,1041
NJ,Phillipsburg,14619,30,378
NJ,Pine Beach,2138,0,19
NJ,Pine Hill,10704,46,274
NJ,Pine Valley,12,0,3
NJ,Piscataway Township,58259,46,548
NJ,Pitman,8930,7,109
NJ,Plainfield,50433,427,1284
NJ,Pleasantville,20909,145,424
NJ,Plumsted Township,8544,12,47
NJ,Pohatcong Township,3291,4,213
NJ,Point Pleasant,18458,16,215
NJ,Point Pleasant Beach,4678,3,177
NJ,Pompton Lakes,11163,7,120
NJ,Princeton,28688,17,305
NJ,Prospect Park,5903,11,140
NJ,Rahway,27930,50,452
NJ,Ramsey,14826,14,144
NJ,Randolph Township,25969,4,172
NJ,Raritan,7352,6,116
NJ,Raritan Township,21849,4,189
NJ,Readington Township,15910,2,163
NJ,Red Bank,12174,19,264
NJ,Ridgefield,11340,4,69
NJ,Ridgefield Park,12923,5,114
NJ,Ridgewood,25315,8,226
NJ,Ringwood,12383,5,85
NJ,Riverdale,4025,1,181
NJ,River Edge,11517,1,53
NJ,Riverside Township,8063,24,117
NJ,Riverton,2798,4,56
NJ,River Vale Township,9885,9,17
NJ,Robbinsville Township,14046,6,142
NJ,Rochelle Park Township,5597,3,56
NJ,Rockaway,6500,5,47
NJ,Rockaway Township,24444,11,486
NJ,Rockleigh,531,1,1
NJ,Roseland,5912,1,48
NJ,Roselle,21388,65,444
NJ,Roselle Park,13593,8,104
NJ,Roxbury Township,23599,7,315
NJ,Rumson,7021,2,49
NJ,Runnemede,8459,13,223
NJ,Rutherford,18291,9,285
NJ,Saddle Brook Township,14152,6,286
NJ,Saddle River,3190,1,34
NJ,Salem,5175,54,313
NJ,Sayreville,44174,38,535
NJ,Scotch Plains Township,23914,19,188
NJ,Sea Bright,1381,1,43
NJ,Sea Girt,1796,0,23
NJ,Sea Isle City,2093,3,355
NJ,Seaside Heights,2892,30,209
NJ,Seaside Park,1589,3,33
NJ,Secaucus,19119,18,506
NJ,Ship Bottom,1159,1,45
NJ,Shrewsbury,3941,3,64
NJ,Somerdale,5276,14,334
NJ,Somers Point,10806,28,301
NJ,Somerville,12174,15,205
NJ,South Amboy,8753,16,138
NJ,South Bound Brook,4889,1,31
NJ,South Brunswick Township,44575,21,540
NJ,South Hackensack Township,2444,5,35
NJ,South Harrison Township,3202,1,28
NJ,South Orange,16297,35,327
NJ,South Plainfield,23789,19,400
NJ,South River,16198,28,188
NJ,South Toms River,3698,7,82
NJ,Sparta Township,19494,4,144
NJ,Spotswood,8459,4,57
NJ,Springfield,17238,12,211
NJ,Springfield Township,3414,1,39
NJ,Spring Lake,2992,1,72
NJ,Spring Lake Heights,4680,1,14
NJ,Stafford Township,27063,14,508
NJ,Stanhope,3529,1,37
NJ,Stone Harbor,850,0,103
NJ,Stratford,6982,11,116
NJ,Summit,21973,8,219
NJ,Surf City,1207,0,38
NJ,Swedesboro,2911,2,32
NJ,Tavistock,5,0,0
NJ,Teaneck Township,40245,49,541
NJ,Tenafly,14696,2,97
NJ,Teterboro,70,1,17
NJ,Tewksbury Township,5854,0,24
NJ,Tinton Falls,17849,6,405
NJ,Toms River Township,92332,74,2742
NJ,Totowa,10985,23,328
NJ,Trenton,84439,1122,2321
NJ,Tuckerton,3369,2,53
NJ,Union Beach,6198,15,61
NJ,Union City,68254,247,1090
NJ,Union Township,57335,92,1008
NJ,Upper Saddle River,8321,3,36
NJ,Ventnor City,10604,12,391
NJ,Vernon Township,23443,5,308
NJ,Verona,13429,3,118
NJ,Vineland,60863,208,2336
NJ,Voorhees Township,29284,31,548
NJ,Waldwick,9936,1,40
NJ,Wallington,11683,9,136
NJ,Wall Township,26051,11,337
NJ,Wanaque,11173,8,104
NJ,Warren Township,15841,3,100
NJ,Washington,6408,4,73
NJ,"Washington Township, Bergen County",9271,2,61
NJ,"Washington Township, Gloucester County",48110,23,1103
NJ,"Washington Township, Morris County",18782,2,72
NJ,"Washington Township, Warren County",6493,2,41
NJ,Watchung,5844,6,374
NJ,Waterford Township,10747,14,104
NJ,Wayne Township,54917,29,1173
NJ,Weehawken Township,12937,21,260
NJ,Wenonah,2263,0,28
NJ,Westampton Township,8796,17,219
NJ,West Amwell Township,3763,2,15
NJ,West Caldwell Township,10878,6,99
NJ,West Cape May,1022,1,27
NJ,West Deptford Township,21497,7,437
NJ,Westfield,30770,12,248
NJ,West Long Branch,8660,8,193
NJ,West Milford Township,26095,24,277
NJ,West New York,52102,161,518
NJ,West Orange,46794,79,685
NJ,Westville,4247,11,187
NJ,West Wildwood,589,3,23
NJ,West Windsor Township,28557,17,441
NJ,Westwood,11056,2,57
NJ,Wharton,6593,6,89
NJ,Wildwood,5228,90,671
NJ,Wildwood Crest,3222,6,168
NJ,Willingboro Township,31914,119,688
NJ,Winfield Township,1489,0,11
NJ,Winslow Township,39212,93,599
NJ,Woodbridge Township,100568,135,2042
NJ,Woodbury,10073,45,507
NJ,Woodbury Heights,3026,3,92
NJ,Woodcliff Lake,5864,2,51
NJ,Woodland Park,12636,3,158
NJ,Woodlynne,2967,15,66
NJ,Wood-Ridge,8632,1,54
NJ,Woodstown,3519,7,43
NJ,Woolwich Township,11167,1,53
NJ,Wyckoff Township,16949,0,79
NM,Alamogordo,31788,80,800
NM,Albuquerque,558165,4325,30531
NM,Artesia,11376,144,437
NM,Aztec,6654,26,175
NM,Bloomfield,7918,64,156
NM,Bosque Farms,3882,19,83
NM,Carrizozo,981,3,12
NM,Cimarron,965,7,18
NM,Clayton,2889,0,34
NM,Clovis,39521,269,2027
NM,Deming,14770,148,671
NM,Dexter,1274,1,13
NM,Estancia,1625,2,20
NM,Eunice,3019,6,84
NM,Farmington,45820,291,1674
NM,Gallup,22192,463,2287
NM,Grants,9233,53,262
NM,Hobbs,35318,298,1601
NM,Jal,2114,11,39
NM,Las Cruces,102007,332,4349
NM,Las Vegas,13458,116,352
NM,Logan,996,3,20
NM,Loving,1410,1,18
NM,Moriarty,1855,3,84
NM,Peralta,3636,24,94
NM,Questa,1757,2,23
NM,Raton,6521,11,230
NM,Red River,475,2,7
NM,Santa Rosa,2786,23,90
NM,San Ysidro,195,0,2
NM,Socorro,8861,74,451
NM,Sunland Park,14939,10,163
NM,Taos,5666,66,492
NM,Taos Ski Valley,69,1,5
NM,Truth or Consequences,6385,17,235
NM,Tucumcari,5149,26,235
NY,Adams Village,1861,0,12
NY,Addison Town and Village,2577,3,24
NY,Akron Village,2846,3,16
NY,Albany,97956,791,4090
NY,Albion Village,6388,23,223
NY,Alfred Village,4089,5,46
NY,Allegany Village,1781,3,10
NY,Amherst Town,118296,107,2118
NY,Amityville Village,9519,9,210
NY,Amsterdam,18182,30,405
NY,Arcade Village,2053,0,39
NY,Ardsley Village,4523,5,33
NY,Asharoken Village,658,0,2
NY,Attica Village,2522,2,5
NY,Auburn,27270,96,859
NY,Avon Village,3333,1,25
NY,Baldwinsville Village,7473,5,88
NY,Ballston Spa Village,5418,8,94
NY,Batavia,15374,57,559
NY,Bath Village,5733,15,191
NY,Bedford Town,17627,5,156
NY,Bethlehem Town,34243,13,442
NY,Binghamton,46304,284,2349
NY,Black River,1410,0,14
NY,Blooming Grove Town,12001,8,99
NY,Bolivar Village,1022,1,4
NY,Bolton Town,2325,2,24
NY,Boonville Village,2054,1,20
NY,Brant Town,2065,4,31
NY,Brewster,2358,0,13
NY,Briarcliff Manor Village,7976,1,11
NY,Brighton Town,36689,26,793
NY,Brockport Village,8284,23,165
NY,Bronxville Village,6390,0,47
NY,Brownville Village,1174,0,10
NY,Buffalo,258789,3249,12491
NY,Cairo Town,6577,0,15
NY,Cambridge Village,1854,2,44
NY,Camden Village,2219,5,46
NY,Camillus Town and Village,24165,14,348
NY,Canandaigua,10470,22,315
NY,Canastota Village,4704,4,60
NY,Canisteo Village,2246,3,12
NY,Canton Village,6794,3,93
NY,Cape Vincent Village,762,0,2
NY,Carmel Town,34462,10,198
NY,Carroll Town,3481,0,8
NY,Carthage Village,3862,1,60
NY,Cattaraugus Village,980,0,4
NY,Cayuga Heights Village,3749,1,59
NY,Cazenovia Village,2732,0,58
NY,Central Square Village,1835,3,53
NY,Chatham Village,1733,3,32
NY,Cheektowaga Town,78361,158,2689
NY,Chester Town,7990,0,25
NY,Chittenango Village,5016,1,65
NY,Cicero Town,29571,12,440
NY,Clarkstown Town,80705,65,1515
NY,Clyde Village,2049,4,60
NY,Cobleskill Village,4503,5,218
NY,Coeymans Town,7458,39,86
NY,Cohoes,16179,26,243
NY,Colonie Town,78215,63,1990
NY,Cooperstown Village,1827,1,16
NY,Corning,11087,35,416
NY,Cornwall-on-Hudson Village,2978,2,22
NY,Cornwall Town,9543,1,42
NY,Cortland,19331,18,398
NY,Crawford Town,9264,11,113
NY,Croton-on-Hudson Village,8180,1,53
NY,Cuba Town,3209,5,81
NY,Dansville Village,4605,2,152
NY,Deerpark Town,7827,7,152
NY,Delhi Village,2985,1,36
NY,Depew Village,15189,17,310
NY,Deposit Village,1628,0,14
NY,Dewitt Town,22681,20,715
NY,Dexter Village,1122,0,8
NY,Dobbs Ferry Village,11021,1,104
NY,Dolgeville Village,2191,7,41
NY,Dryden Village,1913,3,99
NY,Dunkirk,12329,40,307
NY,East Aurora-Aurora Town,13774,5,131
NY,Eastchester Town,19800,2,168
NY,East Fishkill Town,29315,9,165
NY,East Greenbush Town,16470,12,373
NY,East Hampton Town,19674,20,300
NY,East Hampton Village,1104,0,66
NY,East Rochester Village,6596,8,125
NY,East Syracuse Village,3036,8,147
NY,Eden Town,7684,1,31
NY,Ellenville Village,4124,17,173
NY,Ellicott Town,5144,7,288
NY,Elmira,28921,81,1027
NY,Elmira Heights Village,4079,2,89
NY,Elmira Town,5948,0,1
NY,Endicott Village,13122,46,604
NY,Evans Town,16292,17,313
NY,Fairport Village,5335,5,53
NY,Fallsburg Town,12109,22,162
NY,Fishkill Town,20435,3,276
NY,Floral Park Village,15926,14,72
NY,Florida Village,2842,0,44
NY,Fort Plain Village,2265,4,90
NY,Frankfort Town,5033,0,50
NY,Frankfort Village,2579,5,33
NY,Franklinville Village,1702,1,32
NY,Fredonia Village,10988,10,208
NY,Freeport Village,43214,152,933
NY,Friendship Town,1960,0,16
NY,Fulton City,11739,24,463
NY,Garden City Village,22596,10,346
NY,Gates Town,28468,57,1051
NY,Geddes Town,10442,7,251
NY,Geneseo Village,7891,6,162
NY,Geneva,13194,28,343
NY,Germantown Town,1926,0,9
NY,Glen Cove,27134,3,62
NY,Glen Park Village,526,0,5
NY,Glens Falls,14582,22,343
NY,Glenville Town,21839,13,492
NY,Gloversville,15315,33,686
NY,Goshen Village,5400,2,64
NY,Gowanda Village,2663,5,29
NY,Granville Village,2498,6,26
NY,Great Neck Estates Village,2794,0,20
NY,Greece Town,96667,151,2303
NY,Greenburgh Town,44787,48,578
NY,Greene Village,1553,0,1
NY,Green Island Village,2621,2,42
NY,Greenport Town,4065,2,213
NY,Greenwood Lake Village,3118,2,21
NY,Groton Village,2381,2,38
NY,Guilderland Town,33805,12,672
NY,Hamburg Town,45535,38,1167
NY,Hamburg Village,9517,8,161
NY,Hammondsport Village,656,0,10
NY,Harrison Town,27876,6,225
NY,Hastings-on-Hudson Village,7937,1,81
NY,Haverstraw Town,37196,64,340
NY,Hempstead Village,55198,433,958
NY,Herkimer Village,7693,53,379
NY,Highland Falls Village,3847,3,39
NY,Homer Village,3270,0,33
NY,Hoosick Falls Village,3466,9,38
NY,Hornell,8481,5,112
NY,Horseheads Village,6701,2,110
NY,Hudson,6676,26,198
NY,Hudson Falls Village,7187,6,112
NY,Huntington Bay Village,1428,1,12
NY,Hyde Park Town,21397,18,180
NY,Ilion Village,8002,15,128
NY,Irondequoit Town,51506,93,1353
NY,Irvington Village,6530,0,23
NY,Jamestown,30658,168,1140
NY,Johnson City Village,14866,69,949
NY,Johnstown,8531,14,316
NY,Jordan Village,1350,1,2
NY,Kenmore Village,15256,26,220
NY,Kent Town,13381,1,98
NY,Kings Point Village,5042,1,16
NY,Kingston,23665,74,687
NY,Kirkland Town,8296,0,103
NY,Lackawanna,17965,89,533
NY,Lake Placid Village,2491,2,51
NY,Lake Success Village,3009,2,32
NY,Lakewood-Busti,7280,1,341
NY,Lancaster Town,36369,15,547
NY,Larchmont Village,5930,2,87
NY,Le Roy Village,4354,11,84
NY,Lewiston Town and Village,16175,12,134
NY,Liberty Village,4285,21,206
NY,Little Falls,4912,16,130
NY,Liverpool Village,2311,2,46
NY,Lloyd Harbor Village,3683,0,18
NY,Lloyd Town,10751,6,118
NY,Lockport,20904,70,649
NY,Long Beach,33534,35,337
NY,Lowville Village,3457,2,58
NY,Lynbrook Village,19528,12,164
NY,Lyons Village,3543,27,179
NY,Macedon Town and Village,9132,4,61
NY,Malone Village,5881,4,192
NY,Malverne Village,8542,4,21
NY,Mamaroneck Town,12146,1,158
NY,Mamaroneck Village,19164,8,181
NY,Manchester Village,1688,0,0
NY,Manlius Town,24461,18,402
NY,Marcellus Village,1792,0,13
NY,Marlborough Town,8769,5,135
NY,Massena Village,10808,22,410
NY,Mechanicville,5213,8,114
NY,Medina Village,5953,12,139
NY,Menands Village,3991,5,101
NY,Middleport Village,1813,2,19
NY,Middletown,27809,114,852
